,Call_ID,Time,Activity,#_in_FNOL_Que
556,117,111.3236642,redirected_to_other_dept,0
557,122,112,join_fnol_que,0
558,122,112,start_fnol,0
559,119,112.7843963,end_adj,0
560,123,113,join_fnol_que,0
561,124,113,join_fnol_que,0
562,123,113,start_fnol,0
563,124,113,start_fnol,0
564,121,113.6312252,end_fnol,0
565,121,113.6312252,redirected_to_other_dept,0
566,125,114,join_fnol_que,0
567,126,114,join_fnol_que,0
568,125,114,start_fnol,0
569,126,114,start_fnol,0
570,123,114.1191803,end_fnol,0
571,123,114.1191803,redirected_to_other_dept,0
572,127,115,join_fnol_que,0
573,128,115,join_fnol_que,0
574,127,115,start_fnol,1
575,126,115.4282523,end_fnol,1
576,126,115.4282523,redirected_to_other_dept,1
577,128,115.4282523,start_fnol,0
578,125,115.9879936,end_fnol,0
579,125,115.9879936,join_adj_que,0
580,125,115.9879936,start_adj,0
581,122,116.4250951,end_fnol,0
582,122,116.4250951,join_adj_que,0
583,122,116.4250951,start_adj,0
584,129,117,join_fnol_que,0
585,129,117,start_fnol,0
586,128,117.3576165,end_fnol,0
587,128,117.3576165,redirected_to_other_dept,0
588,124,117.5700641,end_fnol,0
589,124,117.5700641,join_adj_que,0
590,124,117.5700641,start_adj,0
591,125,117.9879936,end_adj,0
592,127,118.3300863,end_fnol,0
593,127,118.3300863,redirected_to_other_dept,0
594,130,119,join_fnol_que,0
595,130,119,start_fnol,0
596,129,119.4577034,end_fnol,0
597,129,119.4577034,redirected_to_other_dept,0
598,131,120,join_fnol_que,0
599,131,120,start_fnol,0
600,130,120.1704351,end_fnol,0
601,130,120.1704351,redirected_to_other_dept,0
602,132,121,join_fnol_que,0
603,132,121,start_fnol,0
604,124,121.9020468,end_adj,0
605,131,121.9171313,end_fnol,0
606,131,121.9171313,redirected_to_other_dept,0
607,133,123,join_fnol_que,0
608,133,123,start_fnol,0
609,132,124.1975626,end_fnol,0
610,132,124.1975626,redirected_to_other_dept,0
611,134,125,join_fnol_que,0
612,134,125,start_fnol,0
613,133,125.9907501,end_fnol,0
614,133,125.9907501,redirected_to_other_dept,0
615,122,126.4250951,end_adj,0
616,135,127,join_fnol_que,0
617,135,127,start_fnol,0
618,136,128,join_fnol_que,0
619,136,128,start_fnol,0
620,135,128.4814524,end_fnol,0
621,135,128.4814524,join_adj_que,0
622,135,128.4814524,start_adj,0
623,134,128.5092369,end_fnol,0
624,134,128.5092369,redirected_to_other_dept,0
625,137,129,join_fnol_que,0
626,137,129,start_fnol,0
627,136,129.3033986,end_fnol,0
628,136,129.3033986,redirected_to_other_dept,0
629,138,130,join_fnol_que,0
630,138,130,start_fnol,0
631,137,130.4808714,end_fnol,0
632,137,130.4808714,join_adj_que,0
633,137,130.4808714,start_adj,0
634,139,131,join_fnol_que,0
635,140,131,join_fnol_que,0
636,139,131,start_fnol,0
637,140,131,start_fnol,0
638,141,132,join_fnol_que,0
639,142,132,join_fnol_que,0
640,141,132,start_fnol,0
641,142,132,start_fnol,0
642,135,132.7977854,end_adj,0
643,138,132.8993502,end_fnol,0
644,138,132.8993502,join_adj_que,0
645,138,132.8993502,start_adj,0
646,143,133,join_fnol_que,0
647,143,133,start_fnol,0
648,140,133.2515688,end_fnol,0
649,140,133.2515688,redirected_to_other_dept,0
650,144,134,join_fnol_que,0
651,144,134,start_fnol,0
652,139,134.8958955,end_fnol,0
653,139,134.8958955,redirected_to_other_dept,0
654,138,134.8993502,end_adj,0
655,143,135.0540148,end_fnol,0
656,143,135.0540148,join_adj_que,0
657,143,135.0540148,start_adj,0
658,141,135.4414566,end_fnol,0
659,141,135.4414566,join_adj_que,0
660,141,135.4414566,start_adj,0
661,137,135.6972379,end_adj,0
662,142,136.45715,end_fnol,0
663,142,136.45715,redirected_to_other_dept,0
664,145,137,join_fnol_que,0
665,145,137,start_fnol,0
666,144,137.0179128,end_fnol,0
